p_mean_age,p_max_age,p_proportion_wearing_masks,p_healthcare_capacity,p_self_isolate_proportion,p_lockdown,p_lockdown_percentage,p_lockdown_compliance,r_timesteps,r_dead,r_recovered,r_infected,r_infectious,r_unaffected
34.39453125,55.80078125,0.5185546875,169.189453125,0.2802734375,True,0.0277197265625,89.99169921875,2352,13,429,0,0,58
40.01953125,55.80078125,0.5185546875,169.189453125,0.2802734375,True,0.0277197265625,89.99169921875,1735,28,459,0,0,13
34.39453125,54.16015625,0.5185546875,169.189453125,0.2802734375,True,0.0277197265625,89.99169921875,1810,12,479,0,0,9
34.39453125,55.80078125,0.0849609375,169.189453125,0.2802734375,True,0.0277197265625,89.99169921875,1750,10,455,0,0,35
34.39453125,55.80078125,0.5185546875,63.720703125,0.2802734375,True,0.0277197265625,89.99169921875,1566,28,469,0,0,3
34.39453125,55.80078125,0.5185546875,169.189453125,0.1611328125,True,0.0277197265625,89.99169921875,2097,9,441,0,0,50
34.39453125,55.80078125,0.5185546875,169.189453125,0.2802734375,False,0.0277197265625,89.99169921875,2041,12,437,0,0,51
34.39453125,55.80078125,0.5185546875,169.189453125,0.2802734375,True,0.0760595703125,89.99169921875,2556,16,436,0,0,48
34.39453125,55.80078125,0.5185546875,169.189453125,0.2802734375,True,0.0277197265625,37.32666015625,2218,15,419,0,0,66
40.01953125,54.16015625,0.0849609375,63.720703125,0.1611328125,False,0.0760595703125,37.32666015625,1870,16,441,0,0,43
44.39453125,85.80078125,0.0185546875,44.189453125,0.7802734375,False,0.2752197265625,40.24169921875,1726,14,430,0,0,56
30.01953125,85.80078125,0.0185546875,44.189453125,0.7802734375,False,0.2752197265625,40.24169921875,2052,12,446,0,0,42
44.39453125,84.16015625,0.0185546875,44.189453125,0.7802734375,False,0.2752197265625,40.24169921875,1923,14,437,0,0,49
44.39453125,85.80078125,0.5849609375,44.189453125,0.7802734375,False,0.2752197265625,40.24169921875,2152,13,445,0,0,42
44.39453125,85.80078125,0.0185546875,188.720703125,0.7802734375,False,0.2752197265625,40.24169921875,1900,11,432,0,0,57
44.39453125,85.80078125,0.0185546875,44.189453125,0.6611328125,False,0.2752197265625,40.24169921875,1865,13,446,0,0,41
44.39453125,85.80078125,0.0185546875,44.189453125,0.7802734375,True,0.2752197265625,40.24169921875,2715,23,431,0,0,46
44.39453125,85.80078125,0.0185546875,44.189453125,0.7802734375,False,0.3235595703125,40.24169921875,2120,20,428,0,0,52
44.39453125,85.80078125,0.0185546875,44.189453125,0.7802734375,False,0.2752197265625,87.07666015625,1926,10,454,0,0,36
30.01953125,84.16015625,0.5849609375,188.720703125,0.6611328125,True,0.3235595703125,87.07666015625,1810,18,424,0,0,58
49.39453125,70.80078125,0.7685546875,231.689453125,0.5302734375,False,0.1514697265625,15.36669921875,1917,22,411,0,0,67
35.01953125,70.80078125,0.7685546875,231.689453125,0.5302734375,False,0.1514697265625,15.36669921875,2126,16,431,0,0,53
49.39453125,99.16015625,0.7685546875,231.689453125,0.5302734375,False,0.1514697265625,15.36669921875,2563,23,444,0,0,33
49.39453125,70.80078125,0.8349609375,231.689453125,0.5302734375,False,0.1514697265625,15.36669921875,2123,15,449,0,0,36
49.39453125,70.80078125,0.7685546875,126.220703125,0.5302734375,False,0.1514697265625,15.36669921875,1785,17,468,0,0,15
49.39453125,70.80078125,0.7685546875,231.689453125,0.4111328125,False,0.1514697265625,15.36669921875,2029,11,438,0,0,51
49.39453125,70.80078125,0.7685546875,231.689453125,0.5302734375,False,0.1514697265625,15.36669921875,2136,21,433,0,0,46
49.39453125,70.80078125,0.7685546875,231.689453125,0.5302734375,False,0.4473095703125,15.36669921875,1975,15,443,0,0,42
49.39453125,70.80078125,0.7685546875,231.689453125,0.5302734375,False,0.1514697265625,12.45166015625,2280,19,427,0,0,54
35.01953125,99.16015625,0.8349609375,126.220703125,0.4111328125,False,0.4473095703125,12.45166015625,1379,21,476,0,0,3
39.39453125,100.80078125,0.2685546875,106.689453125,0.0302734375,True,0.3989697265625,65.11669921875,2206,21,442,0,0,37
45.01953125,100.80078125,0.2685546875,106.689453125,0.0302734375,True,0.3989697265625,65.11669921875,1975,12,437,0,0,51
39.39453125,69.16015625,0.2685546875,106.689453125,0.0302734375,True,0.3989697265625,65.11669921875,1767,12,432,0,0,56
39.39453125,100.80078125,0.3349609375,106.689453125,0.0302734375,True,0.3989697265625,65.11669921875,2182,11,450,0,0,39
39.39453125,100.80078125,0.2685546875,1.220703125,0.0302734375,True,0.3989697265625,65.11669921875,1886,20,441,0,0,39
39.39453125,100.80078125,0.2685546875,106.689453125,0.9111328125,True,0.3989697265625,65.11669921875,1696,19,479,0,0,2
39.39453125,100.80078125,0.2685546875,106.689453125,0.0302734375,True,0.3989697265625,65.11669921875,1877,21,456,0,0,23
39.39453125,100.80078125,0.2685546875,106.689453125,0.0302734375,True,0.1998095703125,65.11669921875,2264,14,442,0,0,44
39.39453125,100.80078125,0.2685546875,106.689453125,0.0302734375,True,0.3989697265625,62.20166015625,2251,13,439,0,0,48
45.01953125,69.16015625,0.3349609375,1.220703125,0.9111328125,True,0.1998095703125,62.20166015625,1298,19,476,0,0,5
36.89453125,78.30078125,0.1435546875,75.439453125,0.1552734375,True,0.2133447265625,2.92919921875,1876,6,443,0,0,51
37.51953125,78.30078125,0.1435546875,75.439453125,0.1552734375,True,0.2133447265625,2.92919921875,1946,15,420,0,0,65
36.89453125,91.66015625,0.1435546875,75.439453125,0.1552734375,True,0.2133447265625,2.92919921875,741,3,6,0,0,491
36.89453125,78.30078125,0.9599609375,75.439453125,0.1552734375,True,0.2133447265625,2.92919921875,2132,15,440,0,0,45
36.89453125,78.30078125,0.1435546875,32.470703125,0.1552734375,True,0.2133447265625,2.92919921875,888,0,11,0,0,489
36.89453125,78.30078125,0.1435546875,75.439453125,0.2861328125,True,0.2133447265625,2.92919921875,1616,17,465,0,0,18
36.89453125,78.30078125,0.1435546875,75.439453125,0.1552734375,True,0.2133447265625,2.92919921875,2110,12,444,0,0,44
36.89453125,78.30078125,0.1435546875,75.439453125,0.1552734375,True,0.1379345703125,2.92919921875,1781,26,436,0,0,38
36.89453125,78.30078125,0.1435546875,75.439453125,0.1552734375,True,0.2133447265625,74.63916015625,1863,14,435,0,0,51
37.51953125,91.66015625,0.9599609375,32.470703125,0.2861328125,True,0.1379345703125,74.63916015625,1845,13,460,0,0,27
46.89453125,108.30078125,0.6435546875,200.439453125,0.6552734375,False,0.4608447265625,52.67919921875,2129,17,444,0,0,39
47.51953125,108.30078125,0.6435546875,200.439453125,0.6552734375,False,0.4608447265625,52.67919921875,2196,11,460,0,0,29
46.89453125,61.66015625,0.6435546875,200.439453125,0.6552734375,False,0.4608447265625,52.67919921875,1736,15,434,0,0,51
46.89453125,108.30078125,0.4599609375,200.439453125,0.6552734375,False,0.4608447265625,52.67919921875,2120,20,437,0,0,43
46.89453125,108.30078125,0.6435546875,157.470703125,0.6552734375,False,0.4608447265625,52.67919921875,1795,14,445,0,0,41
46.89453125,108.30078125,0.6435546875,200.439453125,0.7861328125,False,0.4608447265625,52.67919921875,2274,28,426,0,0,46
46.89453125,108.30078125,0.6435546875,200.439453125,0.6552734375,False,0.4608447265625,52.67919921875,2397,17,444,0,0,39
46.89453125,108.30078125,0.6435546875,200.439453125,0.6552734375,False,0.3854345703125,52.67919921875,2355,13,441,0,0,46
46.89453125,108.30078125,0.6435546875,200.439453125,0.6552734375,False,0.4608447265625,24.88916015625,2877,8,448,0,0,44
47.51953125,61.66015625,0.4599609375,157.470703125,0.7861328125,False,0.3854345703125,24.88916015625,1760,19,475,0,0,6
41.89453125,63.30078125,0.3935546875,12.939453125,0.9052734375,False,0.0895947265625,77.55419921875,1454,22,473,0,0,5
42.51953125,63.30078125,0.3935546875,12.939453125,0.9052734375,False,0.0895947265625,77.55419921875,1774,17,461,0,0,22
41.89453125,76.66015625,0.3935546875,12.939453125,0.9052734375,False,0.0895947265625,77.55419921875,1751,17,439,0,0,44
41.89453125,63.30078125,0.2099609375,12.939453125,0.9052734375,False,0.0895947265625,77.55419921875,1706,17,445,0,0,38
41.89453125,63.30078125,0.3935546875,219.970703125,0.9052734375,False,0.0895947265625,77.55419921875,2168,9,458,0,0,33
41.89453125,63.30078125,0.3935546875,12.939453125,0.0361328125,False,0.0895947265625,77.55419921875,1749,6,444,0,0,50
41.89453125,63.30078125,0.3935546875,12.939453125,0.9052734375,True,0.0895947265625,77.55419921875,2125,13,437,0,0,50
41.89453125,63.30078125,0.3935546875,12.939453125,0.9052734375,False,0.2616845703125,77.55419921875,2067,16,435,0,0,49
41.89453125,63.30078125,0.3935546875,12.939453125,0.9052734375,False,0.0895947265625,99.51416015625,1827,24,458,0,0,18
42.51953125,76.66015625,0.2099609375,219.970703125,0.0361328125,True,0.2616845703125,99.51416015625,1703,12,434,0,0,54
31.89453125,93.30078125,0.8935546875,137.939453125,0.4052734375,True,0.3370947265625,27.80419921875,2023,9,454,0,0,37
32.51953125,93.30078125,0.8935546875,137.939453125,0.4052734375,True,0.3370947265625,27.80419921875,1831,15,437,0,0,48
31.89453125,106.66015625,0.8935546875,137.939453125,0.4052734375,True,0.3370947265625,27.80419921875,2296,18,441,0,0,41
31.89453125,93.30078125,0.7099609375,137.939453125,0.4052734375,True,0.3370947265625,27.80419921875,2207,14,422,0,0,64
31.89453125,93.30078125,0.8935546875,94.970703125,0.4052734375,True,0.3370947265625,27.80419921875,2376,12,449,0,0,39
31.89453125,93.30078125,0.8935546875,137.939453125,0.5361328125,True,0.3370947265625,27.80419921875,2139,14,440,0,0,46
31.89453125,93.30078125,0.8935546875,137.939453125,0.4052734375,False,0.3370947265625,27.80419921875,1829,20,427,0,0,53
31.89453125,93.30078125,0.8935546875,137.939453125,0.4052734375,True,0.014184570312499999,27.80419921875,2004,22,461,0,0,17
31.89453125,93.30078125,0.8935546875,137.939453125,0.4052734375,True,0.3370947265625,49.76416015625,1998,21,464,0,0,15
32.51953125,106.66015625,0.7099609375,94.970703125,0.5361328125,False,0.014184570312499999,49.76416015625,2510,14,446,0,0,40
31.26953125,61.42578125,0.0498046875,114.501953125,0.6240234375,False,0.4763134765625,80.66357421875,2467,8,444,0,0,48
30.64453125,61.42578125,0.0498046875,114.501953125,0.6240234375,False,0.4763134765625,80.66357421875,1912,13,430,0,0,57
31.26953125,74.78515625,0.0498046875,114.501953125,0.6240234375,False,0.4763134765625,80.66357421875,2795,16,428,0,0,56
31.26953125,61.42578125,0.7412109375,114.501953125,0.6240234375,False,0.4763134765625,80.66357421875,2066,5,460,0,0,35
31.26953125,61.42578125,0.0498046875,55.908203125,0.6240234375,False,0.4763134765625,80.66357421875,2261,14,441,0,0,45
31.26953125,61.42578125,0.0498046875,114.501953125,0.4423828125,False,0.4763134765625,80.66357421875,1864,13,444,0,0,43
31.26953125,61.42578125,0.0498046875,114.501953125,0.6240234375,False,0.4763134765625,80.66357421875,2042,15,448,0,0,37
31.26953125,61.42578125,0.0498046875,114.501953125,0.6240234375,False,0.3390283203125,80.66357421875,1809,15,463,0,0,22
31.26953125,61.42578125,0.0498046875,114.501953125,0.6240234375,False,0.4763134765625,65.31103515625,2049,3,453,0,0,44
30.64453125,74.78515625,0.7412109375,55.908203125,0.4423828125,False,0.3390283203125,65.31103515625,2285,11,445,0,0,44
41.26953125,91.42578125,0.5498046875,239.501953125,0.1240234375,True,0.2288134765625,30.91357421875,2291,15,452,0,0,33
40.64453125,91.42578125,0.5498046875,239.501953125,0.1240234375,True,0.2288134765625,30.91357421875,1836,15,438,0,0,47
41.26953125,104.78515625,0.5498046875,239.501953125,0.1240234375,True,0.2288134765625,30.91357421875,2035,13,449,0,0,38
41.26953125,91.42578125,0.2412109375,239.501953125,0.1240234375,True,0.2288134765625,30.91357421875,2274,7,439,0,0,54
41.26953125,91.42578125,0.5498046875,180.908203125,0.1240234375,True,0.2288134765625,30.91357421875,2358,11,448,0,0,41
41.26953125,91.42578125,0.5498046875,239.501953125,0.9423828125,True,0.2288134765625,30.91357421875,2172,14,431,0,0,55
41.26953125,91.42578125,0.5498046875,239.501953125,0.1240234375,True,0.2288134765625,30.91357421875,2428,14,438,0,0,48
41.26953125,91.42578125,0.5498046875,239.501953125,0.1240234375,True,0.09152832031250001,30.91357421875,1971,8,430,0,0,62
41.26953125,91.42578125,0.5498046875,239.501953125,0.1240234375,True,0.2288134765625,15.56103515625,2303,13,435,0,0,52
40.64453125,104.78515625,0.2412109375,180.908203125,0.9423828125,True,0.09152832031250001,15.56103515625,2125,12,451,0,0,37
